course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
Немецкий язык. Тренировочные задания для подготовки к ДВИ. 52821,Немецкий язык,,Сертификат Stepik,"МГИМО МИД России, Марина Чигашева",,,,https://stepik.org/course/114505?search=7141439146,5000
Vorbereitung auf DSD II,Немецкий язык,,No,Егор Рыков,Средний уровень,5,,https://stepik.org/course/176619?search=7141439151,0
Deutsch Essentials: Как читать на немецком,Немецкий язык,"R, R",No,Анна Захарова,Начальный уровень,,,https://stepik.org/course/206986?search=7141439149,1500
Основные понятия немецкой грамматики,Немецкий язык,,No,"Михаил Друкаров, Лучихина Лариса, OLGA ZHURAVLEVA",Средний уровень,4.7,3-4 часов в неделю,https://stepik.org/course/123267?search=7141439153,0
Аудирование (французский язык),Французский язык,,Сертификат Stepik,Максим Донцов,Начальный уровень,4,16 часов,https://stepik.org/course/108454?search=7141443501,1900
"Французский язык ""Français de base"" - Ознакомительная версия",Французский язык,,No,Penser en Français - PeF,,4.5,2-3 часа в неделю,https://stepik.org/course/56135?search=7141443500,0
Français général,Французский язык,,No,"Лариса Бабушкина, Зайцев Алексей Анатольевич",Средний уровень,5,108 часов (3 з.е.),https://stepik.org/course/105540?search=7141443499,0
Времена глаголов во французском языке,Французский язык,,No,Елена Емелина,Средний уровень,5,4-6 часов в неделю,https://stepik.org/course/181601?search=7141443489,500
"Базовые времена французских глаголов из рассказа ""Lâcheté""",Французский язык,,Сертификат Stepik,Мария Михнова,Начальный уровень,,,https://stepik.org/course/209442?search=7141443495,2890
Французский язык с нуля до высокого уровня,Французский язык,,Сертификат Stepik,Люсьен Синкпеун,,,,https://stepik.org/course/175353?search=7141443502,5999
Французский язык: грамматика для начинающих,Французский язык,,No,"Maria Oknina, Natalia Skosyrskaya",Начальный уровень,5,30 минут в неделю,https://stepik.org/course/139136?search=7141443490,1000
Французский язык: Les temps du passé et la concordance des temps,Французский язык,,Сертификат Stepik,Ugo Cavitte,Средний уровень,,от 2-х часов в неделю,https://stepik.org/course/190978?search=7141443493,1800
Олимпиада по французскому - в кармане (1 класс),Французский язык,,No,Андрей Сергеевич Кузнецов,Начальный уровень,5,,https://stepik.org/course/211340?search=7141443503,1000
Разговорный французский по сериалу Presque adultes,Французский язык,,No,Elena Golotenko,Средний уровень,,1-2 часа в неделю,https://stepik.org/course/128919?search=7141443494,1000
La Révolution française: l'aspect socioculturel,Французский язык,,No,Мария Самохвалова,Средний уровень,5,7 часов в неделю,https://stepik.org/course/131993?search=7141443497,0
Французский язык с нуля / Знакомство,Французский язык,,No,OLGA Sportiello,Начальный уровень,,,https://stepik.org/course/172102?search=7141443492,400
Французский для начинающих (А0-А1),Французский язык,эмоции,No,Елена Лобанова,Начальный уровень,5,3-5 часов в неделю,https://stepik.org/course/125068?search=7141443485,199
